Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2020-041966,12602795089,02/03/2020 12:09:00 PM,,02/03/2020 11:51:13 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W2,ALASKA JUNCTION,38XX BLOCK OF 35TH AVE SW,-122.376135021,47.56929162
2020-901664,12602695838,02/03/2020 06:20:00 AM,,02/03/2020 11:42:58 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,102XX BLOCK OF 8TH AVE NE,-122.320437266,47.70266813
2020-901663,12602639482,01/05/2020 07:30:00 PM,01/05/2020 08:30:00 PM,02/03/2020 11:02:17 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.324615158,47.7086028
2020-041891,12602639936,02/03/2020 10:20:00 AM,02/03/2020 10:21:00 AM,02/03/2020 11:00:35 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B1,BALLARD SOUTH,24XX BLOCK OF NW MARKET ST,-122.388860707,47.66867356
2020-901662,12602616572,02/02/2020 07:00:00 PM,02/03/2020 07:30:00 AM,02/03/2020 10:44:51 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,NORTH BEACON HILL,13XX BLOCK OF 12TH AVE S,-122.317280369,47.59076389
2020-901661,12602613988,02/02/2020 08:40:00 PM,02/03/2020 05:20:00 AM,02/03/2020 10:42:28 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,9XX BLOCK OF 6TH AVE N,-122.344937685,47.62758727
2020-901660,12602613638,02/03/2020 03:20:00 AM,02/03/2020 08:20:00 AM,02/03/2020 10:42:18 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,MADRONA/LESCHI,4XX BLOCK OF LAKESIDE AVE S,-122.286922048,47.5985085
2020-041786,12602696572,02/03/2020 08:42:00 AM,02/03/2020 09:56:00 AM,02/03/2020 10:37:05 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,N,N2,NORTHGATE,116XX BLOCK OF AURORA AVE N,-122.344834268,47.71354798
2020-041786,12602702303,02/03/2020 08:42:00 AM,02/03/2020 09:56:00 AM,02/03/2020 10:37:05 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,N,N,N2,NORTHGATE,116XX BLOCK OF AURORA AVE N,-122.344834268,47.71354798
2020-901659,12602605039,01/25/2020 08:30:00 AM,01/25/2020 08:30:00 PM,02/03/2020 10:34:47 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E3,CAPITOL HILL,13XX BLOCK OF UNIVERSITY ST,-122.324320572,47.61264032
2020-901657,12602602508,02/02/2020 05:00:00 PM,02/03/2020 04:00:00 AM,02/03/2020 10:32:29 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q3,SLU/CASCADE,6XX BLOCK OF 3RD AVE N,-122.351483825,47.62500382
2020-901656,12602602207,01/31/2020 11:30:00 AM,01/31/2020 03:20:00 PM,02/03/2020 10:32:17 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,DOWNTOWN COMMERCIAL,1ST AVE / PIKE ST,-122.340013422,47.60882096
2020-901655,12602592249,02/02/2020 10:20:00 PM,02/02/2020 11:30:00 PM,02/03/2020 10:23:59 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,12TH AVE NE / NE 43RD ST,-122.315480872,47.65982286
2020-041863,12602592698,01/31/2020 12:00:00 PM,02/03/2020 10:24:00 AM,02/03/2020 10:23:00 AM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SW,W,W2,ALASKA JUNCTION,38XX BLOCK OF 47TH AVE SW,-122.392108224,47.56935997
2020-901654,12602590662,02/02/2020 03:30:00 PM,02/02/2020 07:30:00 PM,02/03/2020 10:22:23 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M3,DOWNTOWN COMMERCIAL,2XX BLOCK OF PIKE ST,-122.338348304,47.60951744
2020-901653,12602590482,01/30/2020 07:00:00 PM,01/31/2020 11:45:00 PM,02/03/2020 10:22:16 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N3,NORTHGATE,96XX BLOCK OF STONE AVE N,-122.341927731,47.69906761
2020-041828,12602597067,02/02/2020 05:00:00 PM,02/03/2020 08:45:00 AM,02/03/2020 10:18:20 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,ROOSEVELT/RAVENNA,74XX BLOCK OF 25TH AVE NE,-122.300744931,47.68253569
2020-901652,12602581406,02/02/2020 05:00:00 PM,02/02/2020 07:00:00 PM,02/03/2020 10:14:06 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,13XX BLOCK OF NE 43RD ST,-122.313746374,47.65980204
2020-901651,12602570550,02/02/2020 08:05:00 PM,02/02/2020 09:05:00 PM,02/03/2020 10:03:59 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,45XX BLOCK OF 9TH AVE NE,-122.318408822,47.66221425
2020-041677,12602588080,02/03/2020 07:00:00 AM,02/03/2020 07:05:00 AM,02/03/2020 10:02:55 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N1,BITTERLAKE,GREENWOOD AVE N / N 130TH ST,-122.355546708,47.72323367
2020-901650,12602541927,01/31/2020 12:01:00 AM,01/31/2020 10:00:00 AM,02/03/2020 09:42:48 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B1,BALLARD SOUTH,52XX BLOCK OF BALLARD AVE NW,-122.382666321,47.66595739
2020-901649,12602541691,02/02/2020 03:35:00 PM,02/02/2020 04:50:00 PM,02/03/2020 09:42:39 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M2,DOWNTOWN COMMERCIAL,3XX BLOCK OF PINE ST,-122.338146742,47.61097516
2020-041799,12602547070,01/31/2020 04:00:00 PM,02/01/2020 01:00:00 AM,02/03/2020 09:40:13 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D1,BELLTOWN,29XX BLOCK OF 1ST AVE,-122.35316864,47.61730887
2020-901648,12602531517,02/02/2020 11:45:00 AM,02/02/2020 11:45:00 AM,02/03/2020 09:34:48 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,ROOSEVELT/RAVENNA,34XX BLOCK OF NE 57TH ST,-122.290822445,47.67032171
2020-901647,12602529781,01/19/2020 12:00:00 AM,02/01/2020 08:40:00 PM,02/03/2020 09:33:06 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D1,BELLTOWN,29XX BLOCK OF 1ST AVE,-122.35316864,47.61730887
2020-901646,12602528734,01/03/2020 04:00:00 PM,01/05/2020 04:00:00 PM,02/03/2020 09:32:17 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,ALASKA JUNCTION,41XX BLOCK OF 36TH AVE SW,-122.377447628,47.56558373
2020-041617,12602542010,02/03/2020 05:26:00 AM,02/03/2020 06:30:00 AM,02/03/2020 09:20:41 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,W,W2,ALASKA JUNCTION,43XX BLOCK OF SW GENESEE ST,-122.3874491,47.56473744
2020-901645,12602502814,02/02/2020 06:20:00 PM,02/02/2020 06:20:00 PM,02/03/2020 09:12:32 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D1,SLU/CASCADE,4TH AVE / WALL ST,-122.346170622,47.61669063
2020-901644,12602502648,02/02/2020 05:25:00 AM,02/02/2020 05:30:00 AM,02/03/2020 09:12:24 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,ALASKA JUNCTION,40XX BLOCK OF 36TH AVE SW,-122.377445488,47.56742553
2020-901643,12602502424,01/20/2020 05:35:00 AM,01/20/2020 05:35:00 AM,02/03/2020 09:12:16 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C3,CENTRAL AREA/SQUIRE PARK,16XX BLOCK OF 25TH AVE,-122.300082009,47.61588924
2020-901642,12602493712,02/01/2020 05:45:00 PM,02/01/2020 05:45:00 PM,02/03/2020 09:04:48 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U2,UNIVERSITY,ROOSEVELT WAY NE / NE 45TH ST,-122.317638162,47.66129873
2020-901641,12602491238,02/01/2020 01:30:00 AM,02/01/2020 01:30:00 AM,02/03/2020 09:02:17 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E1,CAPITOL HILL,E PINE ST / BOYLSTON AVE,-122.323415475,47.61523114
2020-901640,12602479817,02/02/2020 10:00:00 AM,02/02/2020 10:15:00 AM,02/03/2020 08:53:08 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,STEWART ST / TERRY AVE,-122.333577127,47.61628073
2020-901639,12602478708,02/01/2020 12:01:00 AM,02/01/2020 07:00:00 AM,02/03/2020 08:52:18 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q2,QUEEN ANNE,25XX BLOCK OF 1ST AVE N,-122.35555354,47.64254854
2020-041781,12602488156,01/31/2020 03:00:00 PM,02/03/2020 08:00:00 AM,02/03/2020 08:46:28 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,O,O3,GEORGETOWN,59XX BLOCK OF 1ST AVE S,-122.334314673,47.54761638
2020-901638,12602467905,01/29/2020 11:30:00 PM,02/02/2020 12:15:00 AM,02/03/2020 08:42:23 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,J,J3,ROOSEVELT/RAVENNA,77XX BLOCK OF 2ND AVE NE,-122.32697455,47.68592294
2020-901637,12602467762,02/02/2020 12:45:00 PM,02/02/2020 12:50:00 PM,02/03/2020 08:42:16 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B3,FREMONT,42XX BLOCK OF WINSLOW PL N,-122.346694397,47.65912662
2020-901636,12602454429,02/01/2020 11:00:00 PM,02/02/2020 10:00:00 AM,02/03/2020 08:32:16 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,N,N1,BITTERLAKE,3XX BLOCK OF N 130TH ST,-122.354866194,47.72323212
2020-901632,12602385305,02/07/2019 12:00:00 AM,02/02/2020 12:00:00 PM,02/03/2020 07:42:15 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SW,W,W1,NORTH ADMIRAL,34XX BLOCK OF 36TH AVE SW,-122.377091682,47.57215315
2020-901631,12602376986,01/31/2020 08:00:00 PM,02/01/2020 07:00:00 AM,02/03/2020 07:32:15 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C2,MADISON PARK,15XX BLOCK OF 39TH AVE E,-122.28268729,47.63239628
2020-901630,12602360897,01/26/2020 11:30:00 PM,01/26/2020 11:30:00 PM,02/03/2020 07:12:15 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,BALLARD SOUTH,6XX BLOCK OF NW 47TH ST,-122.365097046,47.66292138
2020-901628,12602331162,02/02/2020 10:45:00 AM,02/02/2020 10:45:00 AM,02/03/2020 06:42:16 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,5XX BLOCK OF W ROY ST,-122.363883734,47.62586164
2020-901627,12602315683,02/01/2020 12:30:00 PM,02/01/2020 01:30:00 PM,02/03/2020 06:23:56 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,BROOKLYN AVE NE / NE 42ND ST,-122.314363316,47.65832864
2020-901626,12602315170,02/01/2020 08:00:00 AM,02/01/2020 06:00:00 PM,02/03/2020 06:23:05 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,SLU/CASCADE,18XX BLOCK OF TERRY AVE,-122.33294187,47.6158847
2020-901625,12602304608,02/02/2020 10:00:00 AM,02/02/2020 10:00:00 AM,02/03/2020 06:14:46 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,40XX BLOCK OF PHINNEY AVE N,-122.35446663,47.65604983
2020-901624,12602303941,01/09/2020 04:00:00 AM,01/10/2020 07:00:00 AM,02/03/2020 06:13:48 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,11XX BLOCK OF 20TH AVE S,-122.306241505,47.5925535
2020-901622,12602302977,02/01/2020 09:50:00 PM,02/02/2020 10:30:00 AM,02/03/2020 06:12:30 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F1,NORTH DELRIDGE,70XX BLOCK OF 16TH AVE SW,-122.354956677,47.54098986
2020-901619,12602298218,01/30/2020 06:30:00 PM,02/02/2020 03:30:00 PM,02/03/2020 06:04:46 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R2,CLAREMONT/RAINIER VISTA,RAINIER AVE S / S WALDEN ST,-122.294005649,47.57291861
2020-901618,12602296588,02/01/2020 12:00:00 AM,02/02/2020 08:45:00 AM,02/03/2020 06:02:15 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,16XX BLOCK OF S WELLER ST,-122.310278123,47.59748648
2020-041561,12602235176,02/03/2020 02:54:00 AM,02/03/2020 03:10:00 AM,02/03/2020 04:27:22 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S3,RAINIER VIEW,98XX BLOCK OF ARROWSMITH AVE S,-122.252409725,47.51343904
2020-041570,12602232077,02/03/2020 12:00:00 AM,02/03/2020 03:00:00 AM,02/03/2020 04:16:07 AM,A,PROPERTY,ROBBERY,Robbery,120,N,B,B1,BALLARD SOUTH,20XX BLOCK OF NW MARKET ST,-122.383928621,47.66867758
2020-041439,12602229835,02/02/2020 10:48:00 PM,,02/03/2020 02:55:56 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,W,W2,ALASKA JUNCTION,SW HUDSON ST / CALIFORNIA AVE SW,-122.386882951,47.55749757
2020-041432,12602175944,02/02/2020 10:38:08 PM,,02/03/2020 02:41:28 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C2,MONTLAKE/PORTAGE BAY,16XX BLOCK OF E LYNN ST,-122.309873965,47.63955855
2020-041505,12602133538,02/02/2020 11:30:00 PM,02/02/2020 11:30:00 PM,02/03/2020 01:32:24 AM,A,PERSON,SEX OFFENSES,Sodomy,11B,N,N,N2,BITTERLAKE,,0.0,0.0
2020-041366,12602125720,02/02/2020 09:00:00 PM,,02/03/2020 01:00:12 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L1,NORTHGATE,117XX BLOCK OF 15TH AVE NE,-122.31253367,47.71513112
2020-041459,12602102777,02/02/2020 11:30:49 PM,,02/03/2020 12:41:02 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,R,R1,NORTH BEACON HILL,S MASSACHUSETTS ST / 13TH AVE S,-122.315981349,47.58843686
2020-041303,12602064245,02/02/2020 07:50:00 PM,02/02/2020 08:00:00 PM,02/02/2020 11:46:54 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M3,DOWNTOWN COMMERCIAL,5XX BLOCK OF PIKE ST,-122.335017876,47.61090902
2020-041401,12602043589,02/02/2020 09:50:00 PM,,02/02/2020 11:18:34 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C3,CENTRAL AREA/SQUIRE PARK,16XX BLOCK OF 18TH AVE,-122.308844832,47.61570317
2020-041289,12602007321,02/02/2020 07:34:00 PM,02/02/2020 10:20:00 PM,02/02/2020 10:22:34 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R3,LAKEWOOD/SEWARD PARK,52XX BLOCK OF S DAWSON ST,-122.266994952,47.55484507
2020-041404,12602006438,02/02/2020 09:00:00 PM,02/02/2020 09:00:00 PM,02/02/2020 10:18:34 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R1,NORTH BEACON HILL,20XX BLOCK OF RAINIER AVE S,-122.303257158,47.58501972
2020-041337,12601997078,02/02/2020 12:00:00 AM,,02/02/2020 10:08:15 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,42XX BLOCK OF UNIVERSITY WAY NE,-122.313187761,47.65905498
2020-041293,12601958563,02/01/2020 04:15:00 PM,,02/02/2020 09:20:29 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F2,SOUTH DELRIDGE,94XX BLOCK OF 18TH AVE SW,-122.357846374,47.51827906
2020-041211,12601924499,02/01/2020 10:00:00 AM,02/01/2020 05:45:00 PM,02/02/2020 08:39:33 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,E,E1,CAPITOL HILL,5XX BLOCK OF BOYLSTON AVE E,-122.323048869,47.62370445
2020-041087,12601899355,02/02/2020 04:22:00 PM,02/02/2020 05:00:00 PM,02/02/2020 08:07:05 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B3,WALLINGFORD,18XX BLOCK OF N 45TH ST,-122.335683348,47.66138576
2020-040450,12601902726,02/02/2020 02:13:00 AM,,02/02/2020 08:05:44 PM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,S,S1,SOUTH BEACON HILL,SWIFT AVE S / COVELLO DR S,-122.300363747,47.53973286
2020-041112,12601871391,02/02/2020 04:45:00 PM,,02/02/2020 07:36:38 PM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,S,S,S1,NEW HOLLY,M L KING JR WAY S / S OTHELLO ST,-122.281293196,47.53704231
2020-041167,12601868743,02/02/2020 05:33:00 PM,02/02/2020 05:34:00 PM,02/02/2020 06:20:03 PM,A,PERSON,KIDNAPPING/ABDUCTION,Kidnapping/Abduction,100,W,D,D2,SLU/CASCADE,,0.0,0.0
2020-041114,12601804831,02/02/2020 12:00:00 AM,02/02/2020 04:00:00 PM,02/02/2020 05:58:58 PM,A,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail,210,N,U,U2,UNIVERSITY,42XX BLOCK OF 7TH AVE NE,-122.320841552,47.65849092
2020-040993,12601763817,02/02/2020 02:38:00 PM,02/02/2020 03:52:00 PM,02/02/2020 04:59:25 PM,A,PROPERTY,ROBBERY,Robbery,120,N,U,U1,ROOSEVELT/RAVENNA,64XX BLOCK OF 12TH AVE NE,-122.315657945,47.67539722
2020-041042,12601763179,02/01/2020 10:00:00 AM,02/01/2020 10:30:00 AM,02/02/2020 04:53:37 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L2,NORTHGATE,5XX BLOCK OF NE NORTHGATE WAY,-122.321918379,47.70858578
2020-040671,12601748465,02/01/2020 10:11:00 PM,,02/02/2020 04:35:32 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J1,GREENWOOD,4XX BLOCK OF N 92ND ST,-122.353340046,47.69602207
2020-041007,12601725719,02/01/2020 08:30:00 AM,02/02/2020 09:30:00 AM,02/02/2020 04:03:06 PM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,W,Q,Q2,QUEEN ANNE,1XX BLOCK OF ETRURIA ST,-122.356091563,47.64777379
2020-040844,12601680195,12/25/2019 12:00:00 AM,01/20/2020 12:00:00 AM,02/02/2020 03:04:05 PM,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,4XX BLOCK OF 23RD AVE S,-122.302231478,47.59857935
2020-040819,12601659739,02/02/2020 09:00:00 AM,02/02/2020 12:00:00 PM,02/02/2020 02:36:16 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E1,CAPITOL HILL,16XX BLOCK OF E OLIVE WAY,-122.324829069,47.61927445
2020-040767,12601676765,01/29/2020 11:00:00 PM,01/30/2020 07:00:00 AM,02/02/2020 02:30:07 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,Q,Q3,QUEEN ANNE,3XX BLOCK OF W OLYMPIC PL,-122.361914796,47.62673542
2020-040767,12601677526,01/29/2020 11:00:00 PM,01/30/2020 07:00:00 AM,02/02/2020 02:30:07 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q3,QUEEN ANNE,3XX BLOCK OF W OLYMPIC PL,-122.361914796,47.62673542
2020-040813,12601625759,01/29/2020 12:00:00 AM,02/01/2020 06:00:00 PM,02/02/2020 01:54:24 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,L,L2,ROOSEVELT/RAVENNA,8XX BLOCK OF NE 80TH ST,-122.318902466,47.68674595
2020-040755,12601595448,02/01/2020 05:00:00 PM,02/02/2020 10:30:00 AM,02/02/2020 01:14:03 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R1,NORTH BEACON HILL,23XX BLOCK OF 19TH AVE S,-122.308181182,47.58197915
2020-040703,12601585317,02/02/2020 01:30:00 AM,02/02/2020 01:32:00 AM,02/02/2020 12:51:35 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E1,CAPITOL HILL,8XX BLOCK OF E DENNY WAY,-122.321520646,47.61873646
2020-040800,12601548252,02/02/2020 02:00:00 AM,02/02/2020 02:00:00 AM,02/02/2020 12:12:03 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E2,FIRST HILL,9XX BLOCK OF 12TH AVE,-122.316779126,47.61097885
2020-040634,12601525824,02/01/2020 05:00:00 PM,02/02/2020 08:00:00 AM,02/02/2020 11:41:32 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,W,W2,ALASKA JUNCTION,44XX BLOCK OF 44TH AVE SW,-122.388127628,47.56385064
2020-040665,12601509306,02/01/2020 08:00:00 PM,02/02/2020 08:00:00 AM,02/02/2020 11:12:21 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,SANDPOINT,36XX BLOCK OF NE 42ND ST,-122.288760522,47.65916004
2020-040665,12601513319,02/02/2020 09:16:00 AM,02/02/2020 10:07:00 AM,02/02/2020 11:12:21 AM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,N,N,N3,GREENWOOD,9XX BLOCK OF N 95TH ST,-122.3459555,47.69781254
2020-040613,12601484296,02/02/2020 07:53:00 AM,,02/02/2020 10:41:09 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q2,QUEEN ANNE,18XX BLOCK OF 7TH AVE W,-122.366348559,47.63534741
2020-040503,12601440307,02/02/2020 04:02:00 AM,,02/02/2020 09:37:16 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,E,E1,CAPITOL HILL,E PINE ST / BOYLSTON AVE,-122.323415475,47.61523114
2020-040611,12601399012,02/02/2020 07:55:00 AM,,02/02/2020 08:37:51 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F2,HIGHLAND PARK,88XX BLOCK OF 18TH AVE SW,-122.357785591,47.52378257
2020-901616,12601358071,02/02/2020 03:30:00 AM,02/02/2020 03:30:00 AM,02/02/2020 07:32:32 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,15XX BLOCK OF 8TH AVE W,-122.367629842,47.63292033
2020-901614,12601357777,02/01/2020 11:45:00 PM,02/01/2020 11:45:00 PM,02/02/2020 07:32:15 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,29XX BLOCK OF 2ND AVE,-122.352191366,47.61790609
2020-901613,12601353315,02/01/2020 05:00:00 PM,02/01/2020 10:30:00 PM,02/02/2020 07:24:46 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,B,B3,WALLINGFORD,14XX BLOCK OF N 45TH ST,-122.339909532,47.66138572
2020-901612,12601352119,01/31/2020 10:30:00 PM,02/01/2020 02:00:00 AM,02/02/2020 07:22:17 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,CAPITOL HILL,15XX BLOCK OF MELROSE AVE,-122.327915389,47.6145776
2020-039342,12601348904,02/02/2020 07:09:00 AM,02/02/2020 07:09:00 AM,02/02/2020 07:14:06 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R1,MID BEACON HILL,14XX BLOCK OF S COLUMBIAN WAY,-122.313597169,47.56951609
2020-901611,12601341679,02/01/2020 08:00:00 AM,02/01/2020 08:17:00 AM,02/02/2020 07:02:47 AM,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,E,E,E2,CAPITOL HILL,7XX BLOCK OF E PINE ST,-122.322772701,47.61522861
2020-901610,12601341457,01/31/2020 08:30:00 PM,02/01/2020 07:00:00 PM,02/02/2020 07:02:39 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,47XX BLOCK OF BALLARD AVE NW,-122.379642077,47.66338968
2020-901609,12601341074,01/26/2020 08:30:00 PM,02/01/2020 08:30:00 PM,02/02/2020 07:02:31 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,39XX BLOCK OF 1ST AVE NE,-122.327891088,47.65462125
